111,10
119,11
127,14
135,14
142,21
145,29
146,37
152,42
160,43
168,45
176,48
184,51
192,57
194,65
188,72
180,78
172,83
164,87
156,92
148,96
140,100
132,104
124,108
116,112
108,116
101,119
93,122
85,124
77,124
69,124
61,123
53,120
45,116
37,109
31,101
27,93
25,85
24,77
24,69
28,61
35,53
43,47
51,44
59,42
67,41
73,34
80,26
88,21
96,16
103,12
